#mpa_vJan25_CHOCOPhlAnSGB_202503
clade_name	ERR2784728	ERR2784729	ERR2784730	ERR2784731	ERR2784741	ERR2784742	ERR2784743	ERR2784752	ERR2784753	ERR2784754	ERR2784755	ERR2784756	ERR2784757	ERR2784759	ERR2784760	ERR2784761	ERR2784762	ERR2784763	ERR2784780	ERR2784781	ERR2784782	ERR2784783	ERR2784796	ERR2784797	ERR2784798	ERR2784799	ERR2784800	ERR2784801	ERR2784802	ERR2784803	ERR2784804	ERR2784805	ERR2784806	ERR2784807	ERR2784808	ERR2784809	ERR2784810	ERR2784811	ERR2784816	ERR2784817	ERR2784818	ERR2784824	ERR2784826	ERR2784827
k__Bacteria|p__Firmicutes|c__CFGB1354|o__OFGB1354	0.074043	0.093391	0.063204	0.075894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.261495	0.2678	0.22778	0.261378	2.584451	2.426204	1.972429	2.182555	0.0	0.0	0.0	0.0	0.69037	0.639784	0.640081	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified	0.039998	0.041659	0.053837	0.054106	0.006727	0.006889	0.004181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006221	0.007514	0.00582	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.076329	0.098111	0.0543	0.069859	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified	0.03108	0.03824	0.042735	0.040417	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012222	0.004813	0.011903	0.011724	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Eggerthellales	0.027556	0.058875	0.048269	0.127504	0.003314	0.000663	0.001512	0.013578	0.007539	0.006666	0.00744	0.0	0.0	0.0	0.001361	0.008276	0.008205	0.001742	0.007107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013489	0.011751	0.03036	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1217|o__OFGB1217	0.017885	0.022413	0.013562	0.026979	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015091	0.010155	0.008531	0.00764	0.002249	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales	0.009081	0.008229	0.0	0.005054	0.0	0.0	0.0	0.013711	0.02503	0.029209	0.015598	0.0	0.000701	0.0	0.0	0.0	0.0	0.0	0.012086	0.018724	0.023946	0.0172	0.001924	0.0	0.0	0.0	0.015864	0.012437	0.00775	0.00187	0.0	0.0	0.0	0.0	0.445094	0.389122	0.398548	0.373368	0.02204	0.035129	0.020059	0.001997	0.003092	0.004476
k__Bacteria|p__Firmicutes|c__CFGB77385|o__OFGB77385	0.001894	0.009628	0.002795	0.004142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	33.71237	34.156296	34.229233	35.119173	67.438454	65.599505	66.903224	21.984648	22.554937	22.226513	22.770778	44.78675	45.144855	45.172353	61.134674	62.179876	62.551364	63.052804	13.954937	14.279543	14.151231	14.344386	5.429762	5.366249	5.247526	4.890154	1.740526	1.77373	1.699646	1.689507	0.329184	0.440809	0.030298	0.024887	40.788937	41.378428	40.201834	40.685441	19.622423	20.777407	19.685715	17.64134	17.633433	17.783749
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae	16.155184	16.331184	16.176354	16.228158	8.496644	8.166801	8.212093	16.407984	16.669687	16.671707	16.716923	10.567866	10.645884	10.58301	4.930709	5.070639	4.87259	4.662667	12.480783	12.746475	12.520815	12.709812	5.577059	5.536275	5.599623	5.638756	4.508951	4.402269	4.330135	4.223632	6.494546	6.1756	5.377404	5.001086	37.080122	38.133405	37.913471	38.121591	10.365924	10.657234	10.364891	7.461118	7.337368	7.303059
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	15.751795	15.749312	16.062928	15.747112	0.001279	0.0	0.002644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06072	0.062703	0.050848	0.063226	0.321727	0.334823	0.303707	0.337406	21.262452	21.753939	21.473974	21.02975	63.20437	63.068983	62.681484	63.16566	37.313619	37.442586	36.092022	36.444548	0.134543	0.138589	0.127803	0.12058	2.780709	2.753538	2.707831	13.404561	13.535027	13.657852
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae	3.384079	3.237964	3.409272	3.263949	0.617066	0.535301	0.562197	1.706014	1.715787	1.772603	1.760896	0.732169	0.703516	0.724356	0.500173	0.489927	0.472412	0.431627	1.699967	1.65166	1.719918	1.57817	1.455786	1.461028	1.419104	1.387042	0.40624	0.380523	0.369471	0.31866	1.542741	1.535122	1.498879	1.676591	1.196432	1.176803	1.151994	1.264339	0.889421	0.934101	0.885855	2.490523	2.610365	2.690121
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae	2.943647	2.80132	2.671889	2.731765	3.960138	3.997501	3.911931	14.137134	14.203708	13.908298	14.042227	14.617806	14.055405	13.974092	3.02252	2.874754	2.760154	2.80017	6.844469	6.713467	6.610304	6.551778	12.08033	11.333707	11.595579	11.455913	2.9766	2.861398	2.809696	2.797838	5.650492	5.449638	2.461145	3.001777	3.002435	2.894872	2.966271	2.963979	14.0697	13.693035	13.749773	7.917985	7.433833	7.358956
k__Bacteria|p__Firmicutes|c__CFGB14936|o__OFGB14936|f__FGB14936	2.913711	2.832009	2.861207	2.736628	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.318823	2.267198	2.239123	2.198851	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.401303	0.41516	0.394467	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__CFGB629|o__OFGB629|f__FGB629	2.857234	2.791469	2.781156	2.619532	0.0	0.0	0.0	0.261011	0.240298	0.235161	0.22413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011653	0.007446	0.010854	0.0	0.0	0.0	0.0	0.0	1.175209	1.089664	0.71829	0.751639	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.407923	4.264544	4.22586
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae	2.213794	2.170802	2.179017	2.263884	2.958715	2.760663	2.807405	2.074498	2.02482	2.039062	2.088503	1.279488	1.285267	1.179148	4.339865	4.292482	4.341423	4.332426	2.065164	2.13355	1.997528	2.061585	0.339335	0.367965	0.33655	0.324508	0.524984	0.604793	0.542297	0.578677	0.130819	0.112397	0.0	0.0	3.302929	3.215495	3.255482	3.223931	1.473637	1.45601	1.533223	2.533233	2.464233	2.474102
k__Bacteria|p__Bacteroidota|c__CFGB11479|o__OFGB11479|f__FGB11479	1.837591	1.848027	1.792972	1.875767	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae	1.601177	1.778162	1.707303	1.638969	1.335813	1.326861	1.310644	0.115223	0.110178	0.106933	0.096307	0.680012	0.661629	0.643195	0.0	0.0	0.0	0.0	0.217132	0.263726	0.245768	0.224122	1.16785	1.072648	1.115228	1.171972	0.891982	0.87455	0.859664	0.888825	0.219698	0.267416	0.043373	0.0	0.124289	0.073972	0.145039	0.140681	2.131122	2.318924	2.220718	1.616332	1.67032	1.675549
k__Bacteria|p__Thermodesulfobacteriota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae	1.036316	0.752902	0.928193	0.871417	0.0	0.0	0.0	0.27515	0.242363	0.233654	0.228601	0.117238	0.146099	0.144093	0.291378	0.255017	0.272917	0.27821	0.367862	0.329785	0.326596	0.327086	0.180395	0.154589	0.194757	0.145695	0.095518	0.078415	0.090848	0.080949	0.300587	0.320239	0.0	0.283596	0.048688	0.028942	0.031998	0.027786	0.095024	0.104485	0.111703	0.160775	0.131853	0.147812
k__Bacteria|p__Firmicutes|c__CFGB3054|o__OFGB3054|f__FGB3054	0.680506	0.5682	0.635462	0.65822	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.648237	0.798198	0.630302	0.0	0.0	0.0	0.0	0.524855	0.547319	0.534379	0.560996	0.299733	0.23553	0.276292	0.273827	0.02793	0.050376	0.042704	0.040628	0.361891	0.246253	0.0	0.068003	0.0	0.0	0.0	0.0	0.27173	0.223237	0.248731	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae	0.567321	0.599499	0.595035	0.621541	0.421033	0.464979	0.433439	0.534272	0.539897	0.409069	0.517749	0.218247	0.242781	0.184838	0.0	0.0	0.0	0.0	0.317291	0.329704	0.301794	0.33358	0.512646	0.478936	0.512421	0.509813	1.158832	1.140373	1.110663	1.072606	0.0	0.0	0.0	0.0	0.245635	0.323538	0.308455	0.36015	0.751792	0.705628	0.722706	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Coprobacillaceae	0.487492	0.605437	0.627646	0.528998	0.862101	0.850436	0.947228	0.011856	0.020163	0.004459	0.014789	0.068276	0.069971	0.069985	0.224465	0.185021	0.196078	0.228649	0.231013	0.320559	0.241939	0.178281	0.059961	0.058035	0.073155	0.055413	0.0	0.0	0.0	0.0	0.242294	0.267452	0.071802	0.0	0.034575	0.011662	0.011736	0.0	0.033819	0.041553	0.051546	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae	0.393735	0.471399	0.365416	0.434646	1.133905	1.061749	1.045807	0.809613	0.880341	0.874686	0.848963	1.107308	1.041604	1.080462	0.422212	0.436821	0.406574	0.421925	0.330647	0.311559	0.324208	0.314597	0.960393	0.926069	0.881952	0.848425	0.425028	0.430756	0.403424	0.435662	0.00703	0.0	0.0	0.0	0.087604	0.121861	0.103321	0.091739	0.188878	0.191489	0.156817	4.570145	4.495977	4.553724
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae	0.388689	0.301762	0.331105	0.266072	0.021521	0.007885	0.010488	0.120639	0.124229	0.115881	0.120632	0.210458	0.219209	0.204024	0.0	0.0	0.0	0.0	0.416915	0.356258	0.355237	0.383929	0.037228	0.035858	0.03577	0.033289	0.086867	0.068929	0.069439	0.060353	0.240911	0.312567	0.08799	0.087854	0.195513	0.203196	0.184218	0.155208	0.17213	0.170016	0.174083	0.023353	0.027192	0.021976
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified	0.350965	0.343488	0.360463	0.365648	0.177719	0.20483	0.182857	0.811623	0.724017	0.652279	0.621926	0.781265	0.725173	0.808622	2.230857	2.05333	2.056877	2.070794	0.520916	0.47713	0.535972	0.52375	0.21662	0.206285	0.203283	0.215262	0.140266	0.111718	0.134366	0.116489	0.0	0.0	0.0	0.0	0.097213	0.079593	0.106089	0.047753	0.417676	0.427012	0.410758	0.330061	0.297282	0.301365
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales|f__Bifidobacteriaceae	0.318855	0.312369	0.262732	0.268955	0.166827	0.135056	0.141883	0.21792	0.2182	0.209444	0.213969	0.320697	0.306474	0.296235	0.0	0.0	0.0	0.0	1.269562	1.233514	1.21422	1.195584	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.208825	0.126057	0.0	0.0	0.160456	0.151896	0.142164	0.118641	0.65696	0.564242	0.542736	0.32657	0.25484	0.296194
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765	0.292049	0.363991	0.325913	0.312573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.230724	6.721642	6.577997	6.694379	2.872513	2.999558	2.933628	2.9693	1.021435	0.988551	1.073165	1.057003	0.405035	0.373762	0.488002	0.449146	0.0	0.0	0.0	0.0	4.036923	4.223516	4.224615	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Beduinellaceae	0.231481	0.208897	0.227395	0.215205	0.024053	0.01348	0.027592	0.241243	0.23832	0.237195	0.240478	0.158597	0.125463	0.144789	0.0	0.0	0.0	0.0	0.220067	0.209725	0.204817	0.189887	0.079404	0.09194	0.062885	0.083099	0.039894	0.03819	0.031033	0.035837	0.070815	0.022832	0.0	0.0	0.0	0.0	0.0	0.0	0.303637	0.263309	0.275586	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__CFGB529|o__OFGB529|f__FGB529	0.217932	0.199123	0.248779	0.275219	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21555	0.1998	0.234564	0.20797	0.0	0.0	0.0	0.0	0.748851	0.920465	0.526361	0.415204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	0.195582	0.156616	0.164399	0.181325	2.108639	2.056256	2.006391	21.007509	20.144326	19.790212	19.622702	5.054719	4.827936	4.699165	10.376481	10.033671	9.866041	10.012567	14.427502	14.087731	13.647294	13.703233	1.913202	1.69602	1.684577	1.658131	0.490452	0.497248	0.479236	0.44858	0.600122	0.564081	0.017701	0.134918	3.67153	3.32045	3.404843	3.337873	3.691437	3.649138	3.558856	11.522676	10.959126	10.724228
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Anaerotignaceae	0.169048	0.131354	0.111005	0.168148	0.17965	0.207858	0.209975	0.020136	0.028383	0.018284	0.037153	0.0	0.000663	0.0	0.0	0.0	0.0	0.0	0.015551	0.010705	0.0	0.014022	0.02761	0.037985	0.026068	0.035624	0.045529	0.040673	0.040777	0.036088	0.0	0.0	0.0	0.0	0.226576	0.247926	0.263378	0.17163	0.00748	0.031811	0.031894	0.195129	0.164293	0.157393
k__Bacteria|p__Bacteroidota|c__CFGB4405|o__OFGB4405|f__FGB4405	0.152471	0.135865	0.125504	0.108691	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.93133	1.851768	1.868468	1.905031	0.331709	0.269001	0.0	0.039185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Butyricicoccaceae	0.138936	0.110431	0.087486	0.108072	0.018268	0.025923	0.015554	0.042183	0.052891	0.05341	0.049972	0.117069	0.095106	0.130547	0.0	0.0	0.0	0.0	0.026236	0.025908	0.041824	0.071398	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.162114	0.127114	0.144198	0.116522	0.055951	0.052265	0.049754	0.114183	0.095536	0.094402
k__Bacteria|p__Firmicutes|c__CFGB1354|o__OFGB1354|f__FGB1354	0.074043	0.093391	0.063204	0.075894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.261495	0.2678	0.22778	0.261378	2.584451	2.426204	1.972429	2.182555	0.0	0.0	0.0	0.0	0.69037	0.639784	0.640081	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified	0.039998	0.041659	0.053837	0.054106	0.006727	0.006889	0.004181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006221	0.007514	0.00582	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.076329	0.098111	0.0543	0.069859	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified	0.03108	0.03824	0.042735	0.040417	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012222	0.004813	0.011903	0.011724	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae	0.027556	0.058875	0.048269	0.127504	0.003314	0.000663	0.001512	0.013578	0.007539	0.006666	0.00744	0.0	0.0	0.0	0.001361	0.008276	0.008205	0.001742	0.007107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013489	0.011751	0.03036	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1217|o__OFGB1217|f__FGB1217	0.017885	0.022413	0.013562	0.026979	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015091	0.010155	0.008531	0.00764	0.002249	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales|f__Anaerovoracaceae	0.009081	0.008229	0.0	0.005054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_incertae_sedis	0.003736	0.0	0.01157	0.02586	0.0	0.0	0.0	0.402344	0.427117	0.32733	0.380449	0.162241	0.115324	0.143458	0.131502	0.115463	0.094319	0.086718	2.414936	2.446434	2.566686	2.209067	0.114981	0.094925	0.117599	0.121026	0.024474	0.01098	0.031419	0.027714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4884	1.342327	1.425898	0.277653	0.268825	0.261725
k__Bacteria|p__Firmicutes|c__CFGB77385|o__OFGB77385|f__FGB77385	0.001894	0.009628	0.002795	0.004142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	0.0007	0.0	0.0	0.0	0.058481	0.049811	0.0634	0.019232	0.008398	0.003267	0.008328	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.043249	0.030597	0.030922	0.029831	0.061028	0.085514	0.09325	0.065741	0.270257	0.32235	0.291651	0.27936	0.247519	0.260356	0.130568	0.081441	0.16819	0.198028	0.155984	0.186074	0.070667	0.06511	0.068043	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides	16.396661	16.543127	16.455633	16.689318	27.024826	26.20332	26.464794	16.303125	16.56527	16.538804	16.632632	32.558031	32.363271	32.440376	41.883688	42.37181	42.151233	42.243084	9.804978	9.913195	9.689513	9.581405	4.488975	4.379669	4.208695	4.045326	1.433696	1.535341	1.458301	1.413702	0.066418	0.106046	0.0	0.0	19.699228	19.740826	19.311779	19.264835	5.00071	5.078344	4.888393	9.610891	9.713423	9.711389
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola	14.33444	14.673105	14.803065	15.555558	40.413628	39.396185	40.438431	5.681522	5.989668	5.687709	6.138146	12.228719	12.781583	12.731977	19.250986	19.808066	20.400131	20.80972	4.149959	4.366348	4.461718	4.762981	0.938195	0.985146	1.035022	0.844828	0.30683	0.238389	0.241346	0.275806	0.111294	0.182849	0.0	0.024887	21.089709	21.637602	20.890055	21.420606	14.621713	15.699064	14.797322	8.030449	7.920009	8.072361
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Segatella	8.270535	8.099493	8.433546	8.210629	0.001279	0.0	0.002644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06072	0.062703	0.050162	0.063226	0.0	0.0	0.0	0.0	15.4084	15.959851	15.771555	15.332541	53.850179	53.949341	53.607627	54.327796	24.308219	24.664358	24.724293	24.877202	0.086124	0.07859	0.088369	0.069146	0.0	0.0	0.0	13.404561	13.535027	13.657852
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella	6.998493	7.1366	7.153159	7.044414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.118873	0.135889	0.139778	0.119443	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.118484	0.108246	0.097552	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB74412	5.001497	5.136017	5.068649	5.166296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.507875	1.508909	1.532392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021733	0.019927	0.015248	0.015093	0.0	0.0	0.0	0.0	10.328312	10.305677	10.452416	10.922276	1.051624	1.110644	1.065754	1.024233	1.029515	1.058702
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroidaceae_unclassified	2.981269	2.940064	2.970535	2.874297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002592	0.001435	0.003808	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB14936|o__OFGB14936|f__FGB14936|g__GGB3256	2.913711	2.832009	2.861207	2.736628	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.401303	0.41516	0.394467	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__CFGB629|o__OFGB629|f__FGB629|g__GGB1495	2.857234	2.791469	2.781156	2.619532	0.0	0.0	0.0	0.261011	0.240298	0.235161	0.22413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011653	0.007446	0.010854	0.0	0.0	0.0	0.0	0.0	1.175209	1.089664	0.71829	0.751639	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.407923	4.264544	4.22586
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia	2.758064	2.685582	2.694243	2.632386	2.771715	2.641919	2.718538	0.666248	0.640873	0.647606	0.672522	0.758662	0.738161	0.702548	0.249164	0.21939	0.230134	0.181481	2.997817	3.085777	2.994585	3.10168	0.235027	0.236391	0.221167	0.216225	0.530362	0.513244	0.449682	0.494306	1.170063	0.835308	0.52777	0.485016	12.617979	13.021617	13.469259	13.029634	0.740655	0.830203	0.70663	1.397052	1.347661	1.325703
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium	2.402362	2.226473	2.40652	2.372388	0.327654	0.262883	0.279585	1.443597	1.438589	1.520092	1.508075	0.619178	0.600656	0.612537	0.475699	0.463739	0.468381	0.431627	1.508461	1.439158	1.510695	1.404691	1.065446	1.104021	1.085517	1.050687	0.357588	0.329176	0.323635	0.282872	1.525421	1.499378	1.498879	1.676591	0.924536	0.932503	0.883258	1.026156	0.777145	0.812778	0.779418	2.449152	2.542362	2.622397
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides	2.213794	2.170802	2.179017	2.263884	2.958715	2.760663	2.807405	2.074498	2.02482	2.039062	2.088503	1.279488	1.285267	1.179148	4.339865	4.292482	4.341423	4.332426	2.065164	2.13355	1.997528	2.061585	0.339335	0.367965	0.33655	0.324508	0.524984	0.604793	0.542297	0.578677	0.130819	0.112397	0.0	0.0	3.302929	3.215495	3.255482	3.223931	1.473637	1.45601	1.533223	2.533233	2.464233	2.474102
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Faecalibacterium	2.163637	2.109753	1.967656	2.004712	1.736223	1.792489	1.650084	4.529356	4.524041	4.367533	4.486067	4.506107	4.201983	4.161577	2.190285	2.105804	1.997918	2.03399	2.268441	2.207213	2.250331	2.111229	3.042506	2.806165	2.922828	2.942657	0.472631	0.441316	0.38537	0.431589	0.414788	0.393357	0.0	0.0	1.789147	1.752772	1.823075	1.911487	2.690908	2.684339	2.514269	1.625966	1.493642	1.503183
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospira	1.93378	1.9774	2.023477	2.032393	0.0	0.0	0.0	2.192316	2.265122	2.237231	2.219309	0.021026	0.030547	0.026669	0.125444	0.110351	0.092587	0.132527	1.936611	1.955033	2.023688	2.042868	0.055645	0.069472	0.063322	0.071746	0.086157	0.086919	0.113054	0.096547	0.0	0.0	0.0	0.0	6.857124	7.381046	7.233042	7.289803	1.586467	1.623219	1.658758	0.0	0.0	0.0
